Pathway,nGenesMapped,nGenesUsed,nSamples,ObservedP,empiricalP,Genes
507259_GO:0044252_negative_regulation_of_multicellular_organismal_metabolic_process,13,13,1000,2.3686810240576e-05,0.044955044955045,ERRFI1_RAP1A_IL6R_PPARG_ARRDC3_AGER_PPARD_IL6_RAPGEF3_CIITA_ADORA2B_CYGB_CST3
512102_GO:0051205_protein_insertion_into_membrane,16,14,1000,3.45828841720893e-05,0.044955044955045,REEP1_RTP5_RTP3_RTP2_COX18_BAG6_GET4_EGFR_OXA1L_MOAP1_SLC12A1_ASNA1_BAX_WRB
513435_GO:0055002_striated_muscle_cell_development,126,121,1000,3.31876963218012e-14,0.044955044955045,SKI_MTOR_NPPA_CAPZB_SEPN1_NEXN_CASQ2_TMOD4_LMNA_CASQ1_TNNT2_LMOD1_MYOG_PROX1_OBSCN_ACTA1_AGT_ACTN2_SMYD3_SDC1_FAM228B_SLC8A1_BMP10_FHL2_CACNB4_KLHL41_TTN_CFLAR_OBSL1_DNER_CAV3_ATG7_KLHL40_GPX1_CACNA2D2_LMOD3_FOXP1_POPDC2_WDR1_UCHL1_SGCB_PDGFRA_PDLIM5_PPP3CA_LEF1_PITX2_CAMK2D_SORBS2_CCNB1_PTCD2_HOMER1_PDGFRB_NKX2-5_MAML1_FAM65B_SRF_VEGFA_BVES_ATG5_HEY2_MET_LMOD2_SMO_KEL_GATA4_BIN3_NKX2-6_KIAA1161_TMOD1_NEBL_ITGB1_CDK1_MYPN_MYOZ1_LDB3_ANKRD1_MYOD1_CSRP3_MYBPC3_C11orf88_WNT10B_KRT8_STAC3_LRRC10_TMTC3_IGF1_MYL2_TBX3_P2RX2_MYH6_CFL2_SIX4_DICER1_ACTC1_CAPN3_TMOD3_TPM1_ALPK3_MEF2A_WFIKKN1_C16orf89_MYH11_MYLK3_NFATC3_CHRNB1_MYH10_MYH3_MYOCD_TCAP_KRT19_WFIKKN2_PRKAR1A_ACTG1_AFG3L2_FHOD3_RYR1_NEURL2_NFATC2_CXADR_RCAN1_MYO18B
513977_GO:0060421_positive_regulation_of_heart_growth,29,29,1000,5.43395353285902e-07,0.044955044955045,MTOR_PROX1_BMP10_ERBB4_RBPJ_FGF2_BASP1_CCNB1_MEF2C_DDX39B_MAPK14_HEY2_TBX20_WNT2_GATA4_NRG1_FGFR1_NOTCH1_CDK1_ADRB1_FGFR2_WT1_ACACB_TBX5_FGF9_AKAP6_TBX2_GATA6_PIN1
516145_GO:0071219_cellular_response_to_molecule_of_bacterial_origin,151,137,1000,3.36305246072596e-16,0.044955044955045,TNFRSF1B_PTAFR_ZC3H12A_PDE4B_PTGER3_GFI1_PTPN22_HMGCS2_TNFSF4_CDC73_IL24_TLR5_NLRP3_CMPK2_PRKCE_IL1B_STAT1_FZD5_FN1_CCL20_NCL_IRAK2_MYD88_CX3CR1_CCR5_CAMP_WNT5A_CD80_CD86_PLSCR4_IL12A_SPON2_TNIP2_PPARGC1A_TLR6_STAP1_CXCL8_CXCL10_NFKB1_TNIP3_TLR2_HMGB2_PDE4D_CD180_MEF2C_TMED7-TICAM2_CSF2_CD14_HAVCR2_IL12B_MAPK9_TNF_PPARD_MAPK14_TREM2_BYSL_CDK19_ARG1_TNFAIP3_IL6_CD36_SERPINE1_NOS3_STAR_ADAM9_OPRK1_LYN_LY96_RIPK2_MTDH_VLDLR_JAK2_ABCA1_TLR4_DAB2IP_LCN2_ABL1_ENTPD2_MRC1_MAPK8_SGMS1_PLAU_ANKRD1_CYP17A1_CTR9_TRAF6_NR1H3_CD6_RELA_GSTP1_P2RY2_IL18_TIRAP_KLRK1_IFNG_SCARB1_IRG1_EDNRB_CEBPE_NFKBIA_HIF1A_AKT1_B2M_CPEB1_VIMP_LITAF_MAPK3_PYCARD_NOD2_IRF8_PRPF8_SHPK_CXCL16_PLSCR3_NOS2_CCL2_CCL3_RARA_HDAC5_CD300LB_CACTIN_TICAM1_HNRNPM_ICAM1_UPF1_PAF1_TGFB1_IRF3_LILRB1_HCK_SRC_LBP_CD40_CEBPB_MAPK1_XBP1_TSPO
516606_GO:0071682_endocytic_vesicle_lumen,17,16,1000,1.77068932824774e-05,0.044955044955045,APOB_LTF_SCGB3A2_SPARC_HBB_HPX_SAA1_APOA1_HYOU1_HSP90B1_HSPH1_HSP90AA1_HBA1_HP_CALR_APOE
"517951_GO:0080025_phosphatidylinositol-3,5-bisphosphate_binding",19,18,1000,1.1983063694984e-05,0.044955044955045,PHLDA3_COMMD1_SESTD1_SH3PXD2B_SNX14_SNX3_CLVS2_WIPI2_CLVS1_MAPKAP1_FAM21C_GBF1_RAG2_PLEKHA5_WIPI1_WDR45B_KIF16B_JPH2
777640_GO:1901983_regulation_of_protein_acetylation,64,61,1000,1.87706290787852e-09,0.044955044955045,NOC2L_PARK7_MUC1_ARID5A_IL1B_IWS1_CAMK1_ATG7_KAT2B_KLF15_GATA2_CTBP1_MSX1_TADA2B_PPARGC1A_SNCA_ISL1_TAF7_MSX2_SOX4_ZNF451_ATG5_HDAC2_TWIST1_AUTS2_PAXIP1_PIWIL2_SNAI2_SET_GATA3_SIRT1_SPI1_RPS6KA4_KAT5_ARRB1_KMT2A_CHEK1_RAPGEF3_NFE2_NOS1_RPS6KA5_EID1_SIN3A_MAPK3_BRD7_CTCF_TERF2IP_MYOCD_FLCN_TADA2A_KAT2A_BRCA1_HDAC5_WBP2_SMAD4_TGFB1_PIH1D1_SMARCB1_XBP1_LIF_EP300
782000_hsa05205_Proteoglycans_in_cancer,192,172,1000,1.54395018561994e-18,0.044955044955045,PIK3CD_MTOR_WNT4_SLC9A1_PIK3R3_PRKACB_WNT2B_NRAS_FASLG_TGFB2_WNT3A_AKT3_ROCK2_SDC1_PPP1CB_SOS1_HOXD10_ITGAV_FZD7_FZD5_ERBB4_FN1_WNT10A_TWIST2_GPC1_ITPR1_CAV3_RAF1_WNT7A_CTNNB1_RHOA_WNT5A_FLNB_CBLB_HCLS1_ITGB5_PIK3CB_PIK3CA_KDR_HPSE_CAMK2D_FGF2_GAB1_TLR2_CASP3_DROSHA_ITGA2_PIK3R1_WNT8A_HBEGF_CAMK2A_IL12B_TNF_ITPR3_MAPK13_CDKN1A_VEGFA_COL21A1_ESR1_EZR_ACTB_RAC1_TWIST1_CAMK2B_EGFR_FZD9_HGF_FZD1_PIK3CG_WNT2_WNT16_SMO_BRAF_FZD3_FGFR1_ANK1_SDC2_FZD6_MYC_PTK2_RPS6_PRKACG_CTSL_PTCH1_TLR4_VAV2_ITGB1_FZD8_ANK3_PLAU_FAS_PLCE1_HPSE2_WNT8B_PDCD4_HRAS_IGF2_RRAS2_CD44_RPS6KB2_CCND1_CTTN_WNT11_PAK1_FZD4_RDX_HSPB2_CBL_ARHGEF12_WNT5B_KRAS_ITPR2_WNT1_EIF4B_ITGA5_ERBB3_MDM2_FRS2_PPP1R12A_DCN_IGF1_PPP1CC_PTPN11_PXN_FZD10_SOS2_HIF1A_AKT1_THBS1_MAP2K1_IQGAP1_IGF1R_PDPK1_NUDT16L1_PRKCB_MAPK3_MMP2_PLCG2_TP53_PIK3R5_VTN_ERBB2_STAT3_FZD2_ITGB3_RPS6KB1_DDX5_PRKCA_GRB2_ACTG1_ROCK1_SMAD2_MAP2K2_PRKACA_PIK3R2_AKT2_TGFB1_ARHGEF1_PLAUR_CBLC_RRAS_PRKCG_PPP1R12C_SRC_PLCG1_SDC4_MMP9_TIAM1_MAPK1_TIMP3_WNT7B_MAPK11
1270323_R-HSA-373760_L1CAM_interactions,87,76,1000,4.03583904807078e-11,0.045954045954046,EPHB2_RPS6KA1_ITGA10_SPTA1_DNM3_LAMC1_CNTN2_SPTBN1_SCN2A_SCN7A_ITGAV_NRP2_CNTN6_ITGA9_SCN11A_ALCAM_AP2M1_DLG1_ANK2_ITGA2_KIF4B_RANBP9_CSNK2B_EZR_RPS6KA2_RAC1_EGFR_LAMB1_DPYSL2_FGFR1_ANK1_SDCBP_KCNQ3_SH3GL2_CLTA_SPTAN1_VAV2_NRP1_ANK3_AP2A2_RPS6KA4_SPTBN2_PAK1_RDX_NCAM1_SCN2B_HSPA8_SCN3B_CNTN1_SCN8A_ITGA5_SPTB_NUMB_RPS6KA5_SPTBN5_MAP2K1_MAPK3_CSNK2A2_DLG4_AP2B1_CNTNAP1_ITGA2B_ITGB3_SCN4A_LAMA1_MAP2K2_DNM2_NCAN_SCN1B_SPTBN4_AP2S1_AP2A1_CSNK2A1_SRC_KCNQ2_MAPK1
"468323_M00130_Inositol_phosphate_metabolism,_PI=>_PIP2_=>_Ins(1,4,5)P3_=>_Ins(1,3,4,5)P4",22,20,1000,5.96295095208795e-06,0.045954045954046,PI4KB_ITPKB_PLCD4_PLCD1_PI4K2B_PIP5K1B_PIP5KL1_PLCE1_PI4K2A_PLCB3_PLCZ1_PLCB2_ITPKA_PLCG2_PLCD3_PIP5K1C_ITPKC_PLCB4_PLCG1_PI4KA
491167_GO:0006195_purine_nucleotide_catabolic_process,43,42,1000,6.68854282710455e-08,0.045954045954046,NT5C1A_MUTYH_PDE4B_NT5C1B_XDH_PDE11A_OGG1_GPX1_NUDT16_NUDT9_PDE5A_PDE4D_PDE8B_HINT1_NT5E_PDE7B_PDE10A_NUDT1_NUDT18_PDE7A_GDA_PRTFDC1_NT5C2_AMPD3_PDE3B_CAT_PDE2A_PDE3A_PDE1B_NUDT15_PNP_PDE8A_MPG_NUDT7_MLYCD_NT5C_PDE4A_PDE4C_ITPA_SAMHD1_ADA_PDE9A
491761_GO:0006901_vesicle_coating,81,75,1000,3.09271475628968e-11,0.045954045954046,TRAPPC3_EPS15_SEC22B_COPA_F5_SEC16B_KLHL12_CNIH3_ARF1_PREB_MCFD2_RAB1A_TGFA_CUL3_SEC13_ANKRD28_GORASP1_COL7A1_TFG_COPG1_COPB2_NSG1_USO1_SEC31A_SEC24B_SEC24D_FCHO2_SEC24A_GRIA1_HMP19_TMED9_SNAP91_HIP1_BET1_TRAPPC9_PPP6C_GOLGA2_SEC16A_SEC24C_GBF1_SEC23IP_CALY_COPB1_PIK3C2A_CD59_STX5_CNIH2_PPP6R3_FOLR1_PICALM_CTSC_TRAPPC4_COPZ1_TMED2_SCFD1_TRAPPC6B_CNIH1_TMED10_SERPINA1_TRAPPC2L_TRAPPC1_AP2B1_GOSR2_CSNK1D_LMAN1_TRAPPC5_FCHO1_COPE_TRAPPC6A_AP2S1_NAPA_PPP6R1_CTSZ_ARFGAP1_TRAPPC10
491786_GO:0006935_chemotaxis,774,557,1000,7.07900133307799e-46,0.045954045954046,DVL1_ARHGEF16_PLEKHG5_PIK3CD_DRAXIN_EPHA2_EPHB2_RUNX3_RPS6KA1_PTAFR_PSMB2_CSF3R_EPHA10_COL9A2_EDN2_ARTN_FOXD2_FOXD3_JAK1_PDE4B_USP33_CYR61_S1PR1_VAV3_PSMA5_RHOC_NRAS_ITGA10_APH1A_PSMB4_S100A8_EFNA1_SEMA4A_ARHGEF11_SPTA1_VANGL2_FCER1G_LMX1A_XCL1_TNR_RASAL2_ABL2_LHX4_ARPC5_LHX9_PTPRC_CACNA1S_FMOD_CNTN2_IL10_PLXNA2_TGFB2_ENAH_PSEN2_WNT3A_LYST_ACTN2_KIF26B_ROCK2_GDF7_DPYSL5_RASGRP3_FEZ2_SOS1_CALM2_NRXN1_SPTBN1_RPS27A_B3GNT2_ACTR2_SEMA4F_SEMA4C_NCK2_IL1B_ACTR3_CLASP1_CXCR4_KIF5C_CACNB4_PSMD14_CHN1_ITGAV_COL5A2_NRP2_CREB1_ERBB4_ARPC2_EPHA4_SCG2_CUL3_CCL20_PSMD1_NGEF_ACKR3_COL6A3_GPC1_FARP2_CNTN6_IL5RA_IL17RC_HRH1_RAF1_CCR4_CLASP2_ITGA9_SCN5A_CCR8_ACKR2_CCRL2_DAG1_SEMA3B_SEMA3G_CACNA1D_WNT5A_IL17RD_FEZF2_PSMD6_PROK2_ROBO2_ROBO1_EPHA3_RPL24_ALCAM_BOC_GAP43_GSK3B_SEMA5B_KALRN_PLXNA1_PLXND1_ACKR4_RYK_EPHB1_NCK1_PIK3CB_RASA2_TRPC1_AGTR1_SIAH2_PLD1_PIK3CA_EPHB3_HRG_DLG1_SPON2_FGFR3_CRMP1_ABLIM2_SLIT2_KLB_APBB2_KIT_EPHA5_BTC_CXCL11_CXCL13_PAQR3_FGF5_SPP1_ATOH1_UNC5C_LAMTOR3_AIMP1_LEF1_EGF_CAMK2D_FGF2_POU4F2_RAPGEF2_HMGB2_VEGFC_SEMA5A_TRIO_MYO10_GDNF_CCL28_FGF10_ISL1_ITGA2_PDE4D_ARHGEF28_RASGRF2_RASA1_RGMB_ST8SIA4_EFNA5_FER_SEMA6A_IL4_TRPC7_GFRA3_HBEGF_FGF1_POU4F3_DPYSL3_ABLIM3_CAMK2A_KIF4B_DOCK2_FGF18_FGFR4_EDN1_RANBP9_CAP2_CSNK2B_PSMB9_SYNGAP1_MAPK14_FRS3_HSP90AB1_COL9A1_EPHA7_FYN_LAMA2_EZR_CCR6_PSMB1_PDGFA_ACTB_RAC1_ETV1_ISPD_IL6_HOXA2_RALA_GLI3_PSMA2_CAMK2B_EGFR_SBDS_LIMK1_CCL24_SEMA3C_HGF_SEMA3A_SEMA3D_AKAP9_DLX5_ARPC1B_EPHB4_RASA4_RELN_PIK3CG_LAMB1_DOCK4_MET_FEZF1_WASL_SMO_PLXNA4_BRAF_EPHB6_EPHA1_ARHGEF5_RARRES2_GBX1_SHH_MNX1_DEFB1_DEFB4A_FGF20_FGF17_EGR3_NEFL_DPYSL2_FZD3_NRG1_UNC5D_FGFR1_ANK1_LYN_SDCBP_SDC2_MATN2_ANGPT1_EXT1_ENPP2_KCNQ3_PTK2_SCRIB_ARHGAP39_FOXD4_PLGRKT_NFIB_SH3GL2_TEK_CCL21_CLTA_FOXD4L5_FOXD4L3_ANXA1_SEMA4D_SYK_OGN_FOXE1_NR4A3_LPAR1_C5_DAB2IP_PSMB7_SPTAN1_ABL1_VAV2_COL5A1_LHX3_GRIN1_PRKCQ_GATA3_KIF5B_NRP1_RASGEF1A_CXCL12_DRGX_ANK3_EGR2_UNC5B_PLAU_SFTPD_NRG3_LGI1_SLIT1_SEMA4G_GBF1_DUSP5_ABLIM1_GFRA1_VAX1_FGFR2_DOCK1_DPYSL4_ADAM8_AP2A2_LSP1_RHOG_OR10A4_PARVA_CALCA_SAA1_BDNF_PAX6_PSMC3_PTPRJ_PTGDR2_RPS6KA4_FOSL1_SPTBN2_CORO1B_FGF3_FOLR2_TPBGL_PAK1_TRPC6_NCAM1_APOA1_AMICA1_CXCR5_PVRL1_ARHGEF12_HSPA8_ROBO3_FEZ1_CACNA1C_FGF6_NTF3_GRIN2B_PTPRO_PIK3C2G_KRAS_CNTN1_ANO6_COL2A1_RND1_BIN2_NR4A1_NCKAP1L_MYL6_AGAP2_SRGAP1_IFNG_FRS2_KITLG_DUSP6_EPYC_PLXNC1_NTN4_CMKLR1_ARPC3_BRAP_PTPN11_RASAL1_PEBP1_PLA2G1B_PSMD9_UBC_FGF9_FLT1_HMGB1_KL_TRPC4_KBTBD7_TNFSF11_MYCBP2_EDNRB_EFNB2_COL4A2_ARHGEF7_RASA3_RNASE2_CMTM5_LTB4R2_PSMA6_NKX2-1_SOS2_PSMC6_BMP4_LGALS3_OTX2_PSMA3_SPTB_NUMB_NRXN3_FLRT2_TTC8_RPS6KA5_CHGA_BCL11B_EVL_HSP90AA1_MARK3_KIF26A_RASGRP1_SPTBN5_SEMA6D_FGF7_ZNF280D_ADAM10_APH1B_MAP2K1_NEO1_SEMA7A_ISL2_RASGRF1_IL16_SEMA4B_FES_ST8SIA2_RGMA_NTN3_GRIN2A_PLA2G10_MYH11_LAT_CORO1A_SIAH1_MMP2_CCL17_CSNK2A2_CMTM4_PSMB10_PSMD7_BCAR1_TUBB3_PITPNA_OR1D2_PSMB6_EFNB3_NTN1_UBB_LGALS9_GIT1_NF1_CDK5R1_CCL1_CCL4_LHX1_PSMD3_CCR7_PSME3_ETV4_ITGA2B_ITGB3_HOXB9_NGFR_CACNA1G_NOG_PSMC5_PRKCA_PSMD12_GRB2_ACTG1_YES1_MYL12B_PTPRM_RALBP1_ROCK1_PSMA8_RNF165_SMAD4_DCC_TNFRSF11A_SEMA6B_NRTN_VAV1_CCL25_COL5A3_WDR83_RASAL3_MYO9B_JAK3_UBA52_NCAN_TYROBP_RASGRP4_SPTBN4_RPS19_CXCL17_PLAUR_VASP_C5AR2_GRIN2D_MYH14_FPR3_ZNF580_CSNK2A1_PSMF1_PTPRA_PRNP_FLRT3_MYL9_SRC_LBP_PLCG1_YWHAB_ELMO2_PREX1_BMP7_EDN3_PSMA7_COL9A3_KCNQ2_CXADR_APP_TIAM1_ITSN1_ITGB2_COL6A2_IL17RA_SERPIND1_MAPK1_ZNF280A_MIF_MYH9_RAC2_PLA2G6_CACNA1I_RBX1_TYMP
492521_GO:0008173_RNA_methyltransferase_activity,42,42,1000,4.0954749024137e-08,0.045954045954046,TRMT13_HENMT1_RRNAD1_TRMT1L_TARBP1_TFB2M_TRMT61B_TRMT10C_TRMT44_METTL14_NSUN2_DIMT1_FBLL1_CMTR1_TRMT11_TFB1M_FTSJ2_MEPCE_C7orf60_METTL2B_TGS1_TRDMT1_METTL15_ALKBH8_FDXACB1_BCDIN3D_METTL1_METTL3_TRMT5_TRMT61A_LCMT2_CMTR2_RNMTL1_METTL16_MRM1_METTL2A_FTSJ3_RNMT_TRMT1_FBL_WDR4_TRMT2A
492600_GO:0008276_protein_methyltransferase_activity,74,70,1000,2.02269626826285e-10,0.045954045954046,ICMT_PRDM2_PRMT6_SETDB1_ASH1L_METTL11B_RBBP5_SMYD2_SMYD3_DPY30_CAMKMT_FBXO11_SMYD1_METTL21A_SETMAR_SETD2_HEMK1_WDR82_WHSC1_PRDM8_SETD7_PRDM9_PRDM6_FBLL1_NSD1_EHMT2_PRDM13_PCMT1_KMT2E_EZH2_KMT2C_WHSC1L1_PCMTD1_NTMT1_WDR5_EHMT1_SUV39H2_DYDC2_METTL10_PRMT3_MEN1_EED_KMT2A_PRMT8_METTL20_KMT2D_SETD1B_N6AMT2_SETDB2_METTL21C_PRMT5_VCPKMT_SETD3_LCMT1_SETD1A_SETD6_PRMT7_PRDM7_SUZ12_EZH1_CXXC1_DOT1L_CARM1_KMT2B_FBL_PRMT1_PCMTD2_N6AMT1_SETD4_PRMT2
496337_GO:0016278_lysine_N-methyltransferase_activity,50,47,1000,9.53279636437227e-09,0.045954045954046,PRDM2_SETDB1_ASH1L_RBBP5_SMYD2_SMYD3_DPY30_CAMKMT_SMYD1_METTL21A_SETMAR_SETD2_WDR82_WHSC1_PRDM8_SETD7_PRDM9_PRDM6_NSD1_EHMT2_KMT2E_EZH2_KMT2C_WHSC1L1_WDR5_EHMT1_SUV39H2_DYDC2_METTL10_MEN1_KMT2A_METTL20_KMT2D_SETD1B_N6AMT2_SETDB2_METTL21C_VCPKMT_SETD3_SETD1A_SETD6_PRDM7_EZH1_CXXC1_DOT1L_KMT2B_SETD4
496338_GO:0016279_protein-lysine_N-methyltransferase_activity,50,47,1000,9.53279636437227e-09,0.045954045954046,PRDM2_SETDB1_ASH1L_RBBP5_SMYD2_SMYD3_DPY30_CAMKMT_SMYD1_METTL21A_SETMAR_SETD2_WDR82_WHSC1_PRDM8_SETD7_PRDM9_PRDM6_NSD1_EHMT2_KMT2E_EZH2_KMT2C_WHSC1L1_WDR5_EHMT1_SUV39H2_DYDC2_METTL10_MEN1_KMT2A_METTL20_KMT2D_SETD1B_N6AMT2_SETDB2_METTL21C_VCPKMT_SETD3_SETD1A_SETD6_PRDM7_EZH1_CXXC1_DOT1L_KMT2B_SETD4
499075_GO:0021795_cerebral_cortex_cell_migration,42,40,1000,3.29981649197735e-08,0.045954045954046,HTR6_LRP8_DAB1_SRGAP2C_DISC1_RTN4_PEX13_CCDC141_NRP2_CDK5R2_CX3CR1_CTNNB1_ROBO1_FBXO45_SLIT2_MDGA1_EFHC1_POU3F2_NR2E1_RAC1_GLI3_EGFR_SEMA3A_RELN_LAMB1_CDK5_FUT10_FGFR1_LHX6_NRP1_CUL5_DIXDC1_NKX2-1_PSEN1_C16orf45_PAFAH1B1_NDEL1_CDK5R1_SOCS7_MBOAT7
504438_GO:0035254_glutamate_receptor_binding,35,35,1000,2.66227346520231e-07,0.045954045954046,DNM3_RAB4A_CALM2_IL1R1_CTNNB1_GSK3B_DLG1_HOMER1_ADRB2_CAMK2A_CANX_FLOT1_ESR1_GRIN1_PTPN5_RAPSN_SHANK2_DLG2_DRD2_CALM1_RASGRF1_HOMER2_FUS_NETO2_DLG4_FLOT2_NETO1_HOMER3_CALM3_SHANK1_SYNDIG1_PLCG1_GNAS_CACNG2_SHANK3
510603_GO:0048532_anatomical_structure_arrangement,18,17,1000,1.91236943233948e-05,0.045954045954046,DAB1_KCNA2_KIF14_NRP2_SEMA3F_TFAP2A_DLL1_RAC1_HOXA1_SEMA3A_PLXNA4_HSPA5_NRP1_EGR2_BMPR1A_PAX2_HOXB2
515421_GO:0070489_T_cell_aggregation,241,200,1000,1.05472728233952e-20,0.045954045954046,TNFRSF4_RPL22_PIK3CD_PLA2G2D_DDOST_WNT4_LCK_CTPS1_LEPR_PTPN22_CD2_RORC_SEMA4A_CD1C_FCER1G_TNFSF4_RC3H1_ABL2_PTPRC_PSEN2_RSAD2_ADAM17_FKBP1B_ZFP36L2_BCL11A_CLEC4F_CYP26B1_CD8B_ZAP70_IL18R1_NCK2_CXCR4_DPP4_SP3_HSPD1_CASP8_FZD7_CD28_FZD5_SLC11A1_NHEJ1_SATB1_EOMES_AZI2_CTNNB1_RHOA_FOXP1_CBLB_CD80_CD86_NCK1_DLG1_RHOH_TXK_KIT_PPP3CA_LEF1_IL2_IL15_PRLR_IL7R_PTGER4_F2RL1_XRCC4_APC_IL4_TCF7_EGR1_CD74_ITK_IL12B_DOCK2_SOX4_BTN3A1_HLA-E_MICB_HLA-DMA_TREML2_CCND3_CRIP3_ATG5_FYN_THEMIS_STX11_CARD11_IL6_GLI3_IKZF1_CDK6_PIK3CG_LEP_BRAF_EPHB6_GIMAP5_SHH_BLK_KIF13B_PRKDC_CHD7_IL7_RIPK2_DOCK8_RPS6_IFNE_IFNK_STOML2_ANXA1_SYK_TNFSF8_RC3H2_ABL1_TSC1_FUT7_GATA3_APBB1IP_FZD8_CXCL12_PPP3CB_FAS_NKX2-3_CD151_INS_RAG2_FADD_CADM1_CD3G_CRTAM_CD4_CLEC7A_WNT1_IL23A_STAT6_IFNG_P2RX7_FLT3_HMGB1_LCP1_LIG4_RIPK3_ZBTB1_ZFP36L1_PSEN1_BATF_BCL11B_JAG2_CHRFAM7A_CHRNA7_EIF2AK4_DLL4_B2M_RAB27A_NEDD4_RORA_SMAD3_CD276_BLM_NLRC3_DNAJA3_LAT_SPN_ITGAL_ITGAD_NFATC3_ZFPM1_MINK1_TP53_NCOR1_FOXN1_CCR7_STAT5A_TBX21_JMJD6_CD7_PTPN2_MALT1_BCL2_EBI3_VAV1_ICAM1_PRDX2_HSH2D_ZBTB32_TGFB1_RELB_BAX_LILRB1_FKBP1A_PAX1_SLA2_MAFB_ADA_PREX1_CEBPB_CXADR_IFNAR1_PKNOX1_AIRE_ITGB2_PATZ1_MYH9
516997_GO:0072080_nephron_tubule_development,77,76,1000,2.96031477854195e-11,0.045954045954046,HES5_CTNNBIP1_WNT4_HEYL_TACSTD2_HS2ST1_PBX1_AGT_KIF26B_OSR1_PAX8_HOXD11_WNT6_CTNNB1_HES1_DLG1_PKD2_NPNT_FGF2_FAT4_IRX2_IRX1_ADAMTS16_GDNF_FOXD1_MEF2C_KLHL3_FGF1_TFAP2B_TCF21_AHI1_DLL1_HOXA11_AQP1_GLI3_SHH_EYA1_CALB1_MTSS1_MYC_PTCH1_NOTCH1_GATA3_PAX2_FGF8_DCHS1_LGR4_WT1_CD44_WNT11_AQP11_ACAT1_WNT1_BMP4_SIX1_PGF_GREM1_SOX8_PKD1_UMOD_SALL1_IRX3_LHX1_HNF1B_WNK4_WNT9B_NOG_SOX9_SMAD4_BCL2_PSPN_BMP2_JAG1_GZF1_LAMA5_WNT7B
83069_hsa04514_Cell_adhesion_molecules_(CAMs),131,94,1000,4.71590602991435e-13,0.045954045954046,SDC3_CLDN19_PTPRF_NEGR1_VCAM1_NTNG1_VTCN1_CADM3_MPZ_MPZL1_SELE_PTPRC_CNTN2_CD34_SDC1_NRXN1_CD8B_ITGA6_ITGA4_ITGAV_ICOS_PDCD1_ITGA9_ALCAM_PVRL3_TIGIT_CD80_CD86_CLDN18_CLDN11_NLGN1_CLDN16_CLDN24_OCLN_VCAN_HLA-A_HLA-E_HLA-B_HLA-DPB1_CLDN20_ITGB8_CLDN4_CLDN15_LRRC4_CNTNAP2_CLDN23_SDC2_PDCD1LG2_NTNG2_ITGA8_ITGB1_LRRC4C_CD6_NRXN2_NCAM1_CADM1_PVRL1_ESAM_JAM3_CD4_CNTN1_ITGB7_SELPLG_CLDN10_NRXN3_CD276_CLDN6_SPN_ITGAL_ITGAM_CDH5_CDH1_GLG1_CDH15_NLGN2_CNTNAP1_PECAM1_PTPRM_CDH2_CD226_ICAM3_CD22_PVRL2_LRRC4B_SIGLEC1_SDC4_CD40_CDH4_NCAM2_JAM2_CLDN8_CLDN14_ITGB2_CLDN5
